time,roll_angle,roll_rate,setpoint,u_cmd,battery_voltage,model,Kp,Ki,Kd
3.539984941,0.116630927,-10.83250046,0,1.600010872,4.297802925,SPRING,1.5,0,0.37
3.559984922,0.136367485,-7.428750038,0,0.311018318,4.304247856,SPRING,1.5,0,0.37
3.579984903,0.142735854,-4.961249828,0,-0.611509323,4.301025391,SPRING,1.5,0,0.37
3.599984884,0.141307846,-4.952499866,0,-0.612604797,4.302636623,SPRING,1.5,0,0.37
3.619984865,0.138937622,-5.573750019,0,-0.379186898,4.301025391,SPRING,1.5,0,0.37
3.639984846,0.135300562,-6.177500248,0,-0.150343716,4.297802925,SPRING,1.5,0,0.37
3.659984827,0.13298355,-6.133749962,0,-0.163055807,4.302636623,SPRING,1.5,0,0.37
3.679984808,0.13049069,-6.18625021,0,-0.139891431,4.302636623,SPRING,1.5,0,0.37
3.699984789,0.129301205,-5.976250172,0,-0.215807229,4.301025391,SPRING,1.5,0,0.37
3.71998477,0.102502123,-7.428750038,0,0.361816347,4.301025391,SPRING,1.5,0,0.37
3.739984751,0.113403834,-8.618749619,0,0.785763621,4.301025391,SPRING,1.5,0,0.37
3.75998497,0.121748619,-6.474999905,0,-0.019940933,4.304247856,SPRING,1.5,0,0.37
3.779984951,0.122305036,-5.949999809,0,-0.215025604,4.304247856,SPRING,1.5,0,0.37
3.799984932,0.123037629,-5.932499886,0,-0.222599462,4.302636623,SPRING,1.5,0,0.37
3.819984913,0.122374989,-6.019999981,0,-0.189230472,4.302636623,SPRING,1.5,0,0.37
3.839984894,0.122169301,-6.18625021,0,-0.127409339,4.302636623,SPRING,1.5,0,0.37
3.859984875,0.122135378,-6.116250038,0,-0.153258532,4.304247856,SPRING,1.5,0,0.37
3.879984856,0.122796066,-6.019999981,0,-0.189862087,4.302636623,SPRING,1.5,0,0.37
3.899984837,0.121341221,-6.028749943,0,-0.184442326,4.301025391,SPRING,1.5,0,0.37
3.919984818,0.121647894,-6.019999981,0,-0.188139826,4.301025391,SPRING,1.5,0,0.37
3.939984798,0.122406185,-6.159999847,0,-0.137477309,4.302636623,SPRING,1.5,0,0.37
3.959984779,0.121999703,-6.06374979,0,-0.172480106,4.2333498,SPRING,1.5,0,0.37
3.97998476,0.121595338,-6.116250038,0,-0.152448475,4.304247856,SPRING,1.5,0,0.37
3.99998498,0.123022534,-5.888750076,0,-0.238764256,4.299414158,SPRING,1.5,0,0.37
4.019984722,-0.212602839,-37.07374954,0,11.80312347,4.304247856,SPRING,1.5,0,0.37
4.039984703,-0.055253923,5.84499979,0,-4.312837124,4.301025391,SPRING,1.5,0,0.37
4.059984684,-0.098315537,7.393749714,0,-4.82128191,4.301025391,SPRING,1.5,0,0.37
4.079984665,-0.18287909,-9.992500305,0,1.7384758,4.302636623,SPRING,1.5,0,0.37
4.099984646,-0.174473971,-13.5625,0,3.04676795,4.301025391,SPRING,1.5,0,0.37
4.119984627,-0.133699089,-6.195000172,0,0.25963071,4.297802925,SPRING,1.5,0,0.37
4.139985085,-0.186809182,-7.761250019,0,0.918808341,4.304247856,SPRING,1.5,0,0.37
4.159985065,-0.15422447,-6.798749924,0,0.513806224,4.299414158,SPRING,1.5,0,0.37
4.179985046,-0.17435123,-7.043749332,0,0.634646118,4.297802925,SPRING,1.5,0,0.37
4.199985027,-0.171527535,-7.148749828,0,0.6692608,4.302636623,SPRING,1.5,0,0.37
4.219985008,0.082544163,18.40999985,0,-9.16858387,4.302636623,SPRING,1.5,0,0.37
4.239984989,-0.023132108,-22.39125061,0,6.086393356,4.302636623,SPRING,1.5,0,0.37
4.25998497,0.047457084,-16.54624939,0,3.817858934,4.302636623,SPRING,1.5,0,0.37
4.279984951,0.117442928,-0.481250018,0,-2.231169939,4.304247856,SPRING,1.5,0,0.37
4.299984932,0.101791419,1.268749952,0,-2.855192423,4.301025391,SPRING,1.5,0,0.37
4.319984913,0.068415955,-6.466249943,0,0.056820575,4.302636623,SPRING,1.5,0,0.37
4.339984894,0.061181746,-9.213749886,0,1.084246874,4.302636623,SPRING,1.5,0,0.37
4.359984875,0.069457434,-7.664999485,0,0.498795688,4.304247856,SPRING,1.5,0,0.37
4.379984856,0.071801074,-6.203750134,0,-0.045382038,4.304247856,SPRING,1.5,0,0.37
4.399984837,0.208754212,8.041250229,0,-5.521461964,4.304247856,SPRING,1.5,0,0.37
4.419984818,0.232667297,-26.15374947,0,7.094818592,4.301025391,SPRING,1.5,0,0.37
4.439984798,0.456329703,5.066249847,0,-4.79207468,4.301025391,SPRING,1.5,0,0.37
4.459984779,0.376749188,-14.34125042,0,2.508070707,4.301025391,SPRING,1.5,0,0.37
4.47998476,0.402533144,-14.31500053,0,2.459682703,4.302636623,SPRING,1.5,0,0.37
4.499984741,0.450938731,-4.445000172,0,-1.264826059,4.299414158,SPRING,1.5,0,0.37
4.519984722,0.505871475,2.913749933,0,-4.069962978,4.301025391,SPRING,1.5,0,0.37
4.539984703,0.450618535,-3.4912498,0,-1.617233396,4.302636623,SPRING,1.5,0,0.37
4.559984684,0.427727491,-10.30749989,0,0.939115763,4.307470798,SPRING,1.5,0,0.37
4.579984665,0.441351771,-9.563750267,0,0.643491983,4.302636623,SPRING,1.5,0,0.37
4.599984646,0.458773375,-5.84499979,0,-0.758578122,4.301025391,SPRING,1.5,0,0.37
4.619984627,0.461467803,-4.646250248,0,-1.206157088,4.302636623,SPRING,1.5,0,0.37
4.639985085,0.456638426,-5.355000019,0,-0.936675608,4.302636623,SPRING,1.5,0,0.37
4.659985065,0.45278734,-5.792500019,0,-0.769023955,4.301025391,SPRING,1.5,0,0.37
4.679985046,0.450883895,-5.976250172,0,-0.698181272,4.302636623,SPRING,1.5,0,0.37
4.699985027,0.451195031,-6.06374979,0,-0.666273117,4.302636623,SPRING,1.5,0,0.37
4.719985008,0.300302118,-21.37624931,0,5.225691319,4.304247856,SPRING,1.5,0,0.37
4.739984989,0.327612936,12.80125046,0,-7.460949898,4.302636623,SPRING,1.5,0,0.37
4.75998497,0.229809478,-2.152499914,0,-1.781357288,4.299414158,SPRING,1.5,0,0.37
4.779984951,0.188711733,-14.77875042,0,2.952002048,4.305859566,SPRING,1.5,0,0.37
4.799984932,0.197563469,-13.71125031,0,2.543749571,4.302636623,SPRING,1.5,0,0.37
4.819984913,0.266298681,-0.805000007,0,-2.334666014,4.301025391,SPRING,1.5,0,0.37
4.839984894,0.255670518,0.411249995,0,-2.768736362,4.297802925,SPRING,1.5,0,0.37
4.859984875,0.222322613,-5.678750038,0,-0.465414405,4.301025391,SPRING,1.5,0,0.37
4.879984856,0.134628877,-16.81749916,0,3.787463665,4.302636623,SPRING,1.5,0,0.37
4.899984837,0.028040767,9.607500076,0,-5.829904079,4.304247856,SPRING,1.5,0,0.37
4.919984818,-0.075264335,-13.53625011,0,2.888241053,4.304247856,SPRING,1.5,0,0.37
4.939984798,-0.046400469,-14.71750069,0,3.282008171,4.302636623,SPRING,1.5,0,0.37
4.959984779,-0.102536328,-2.091249943,0,-1.305500984,4.304247856,SPRING,1.5,0,0.37
4.97998476,-0.135480076,-10.75374985,0,1.949039578,4.302636623,SPRING,1.5,0,0.37
4.999984741,-0.119080909,-9.432499886,0,1.435578346,4.304247856,SPRING,1.5,0,0.37
5.019984722,-0.103199176,-5.538750172,0,-0.028931653,4.304247856,SPRING,1.5,0,0.37
5.039984703,-0.102394156,-4.75124979,0,-0.321514338,4.301025391,SPRING,1.5,0,0.37
5.059984684,-0.108822413,-5.775000095,0,0.066915683,4.301025391,SPRING,1.5,0,0.37
5.079984665,-0.11239747,-5.993750095,0,0.153215766,4.299414158,SPRING,1.5,0,0.37
5.099984646,-0.112713777,-5.888750076,0,0.114840217,4.302636623,SPRING,1.5,0,0.37
5.119984627,-0.114855759,-6.203750134,0,0.234603211,4.296191216,SPRING,1.5,0,0.37
5.139985085,-0.114713974,-6.116250038,0,0.202015504,4.299414158,SPRING,1.5,0,0.37
5.159985065,-0.117121451,-6.18625021,0,0.231526777,4.297802925,SPRING,1.5,0,0.37
5.179985046,-0.116286516,-6.037499905,0,0.175236762,4.302636623,SPRING,1.5,0,0.37
5.199985027,-0.116854824,-6.06374979,0,0.185801685,4.301025391,SPRING,1.5,0,0.37
5.219985008,-0.11855033,-6.221250057,0,0.246620044,4.302636623,SPRING,1.5,0,0.37
5.239984989,-0.173017278,-11.44499969,0,2.261107922,4.301025391,SPRING,1.5,0,0.37
5.25998497,-0.094181702,1.80249989,0,-2.758720398,4.302636623,SPRING,1.5,0,0.37
5.279984951,-0.123942941,-1.277500033,0,-1.574478507,4.299414158,SPRING,1.5,0,0.37
5.299984932,-0.150265634,-7.568749428,0,0.792767763,4.297802925,SPRING,1.5,0,0.37
5.319984913,-0.148541301,-8.452500343,0,1.117169142,4.302636623,SPRING,1.5,0,0.37
5.339984894,-0.138366833,-6.483749866,0,0.37346974,4.302636623,SPRING,1.5,0,0.37
5.359984875,-0.138232529,-6.081250191,0,0.224343389,4.301025391,SPRING,1.5,0,0.37
5.379984856,-0.139768884,-6.081250191,0,0.226647913,4.301025391,SPRING,1.5,0,0.37
5.399984837,-0.1421877,-6.06374979,0,0.223800987,4.302636623,SPRING,1.5,0,0.37
5.419984818,-0.143558502,-5.993750095,0,0.199957311,4.301025391,SPRING,1.5,0,0.37
5.439984798,0.194205299,14.52499962,0,-7.898625851,4.304247856,SPRING,1.5,0,0.37
5.459984779,0.201862007,-25.89125061,0,7.04390192,4.297802925,SPRING,1.5,0,0.37
5.47998476,0.309627265,-6.868749619,0,-0.156071499,4.302636623,SPRING,1.5,0,0.37
5.499984741,0.337707132,4.269999981,0,-4.31952858,4.302636623,SPRING,1.5,0,0.37
5.519984722,0.293970138,-1.863749862,0,-1.984435678,4.301025391,SPRING,1.5,0,0.37
5.539984703,0.261915594,-9.817499161,0,1.006533384,4.299414158,SPRING,1.5,0,0.37
5.559984684,0.270893574,-9.72124958,0,0.957454026,4.302636623,SPRING,1.5,0,0.37
5.579984665,0.287299216,-6.264999866,0,-0.345966846,4.301025391,SPRING,1.5,0,0.37
5.599984646,0.288212299,-4.987500191,0,-0.820011377,4.304247856,SPRING,1.5,0,0.37
5.619984627,0.283541083,-5.389999866,0,-0.664079666,4.302636623,SPRING,1.5,0,0.37
5.639985085,0.280485392,-5.932499886,0,-0.45877111,4.297802925,SPRING,1.5,0,0.37
5.659985065,0.283449858,-6.116250038,0,-0.395230234,4.301025391,SPRING,1.5,0,0.37
5.679985046,0.281232059,-6.273749828,0,-0.333628625,4.297802925,SPRING,1.5,0,0.37
5.699985027,0.279958457,-6.133749962,0,-0.38513124,4.238183498,SPRING,1.5,0,0.37
5.719985008,0.28008309,-5.932499886,0,-0.458167672,4.302636623,SPRING,1.5,0,0.37
5.739984989,0.279942811,-5.941249847,0,-0.454719752,4.301025391,SPRING,1.5,0,0.37
5.75998497,0.190916613,-14.84874916,0,2.974594593,4.304247856,SPRING,1.5,0,0.37
5.779984951,0.135613263,10.28125,0,-6.240550041,4.302636623,SPRING,1.5,0,0.37
5.799984932,0.039878551,-8.96875,0,1.025551677,4.301025391,SPRING,1.5,0,0.37
